MJD,PLATE,FIBERID,z,VDISP,VDISP_ERR,mag_u,mag_g,mag_r,mag_i,mag_z,flux_u,flux_g,flux_r,flux_i,flux_z,flux_y,flux_w1,o21,o21_err,o22,o22_err,hb,hb_err,o3,o3_err,o1,o1_err,ha,ha_err,n2,n2_err,s21,s21_err,s22,s22_err,sigma_o3,sigma_o3_err,sigma_hb,sigma_hb_err 
56416,6690,243,0.59845316,196.58217,33.539585,25.391293,22.716516,20.754904,19.72118,19.231998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.460412,2.367059,4.1607494,2.312472,-1.8529333,1.991145,-1.4963633,1.11393,-8.898254,9.71968,0.0,-2.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,128.32332,27.776272,259.45572,54.608974
56416,6690,245,0.55026895,248.75722,31.378582,22.9667,21.658875,20.131083,19.09851,18.653593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.8426387,1.7189742,2.2498143,0.7759718,-1.5935032,1.1780878,26.584312,16.577738,-35.05211,13.307749,0.0,-2.0,0.0,-2.0,58.692482,12.442231,335.71594,86.85532
56416,6690,247,0.53857356,234.72334,32.081913,24.870157,21.977777,20.279444,19.31686,18.979532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7676906,0.8776692,1.1222874,0.90471864,-1.1228681,1.1200117,-0.24381788,0.64472353,-4.052421,3.2528346,-5.68992,5.6334963,-0.6996318,3.2061093,31.834513,11.237668,0.0,-2.0,49.70737,1.3011684,74.22726,23.437893
56416,6690,249,0.5741651,195.17326,38.900204,26.698263,22.301662,20.8448,19.816422,19.436459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47333902,1.3642228,2.2944245,1.3736379,-1.1029226,2.304784,-2.5392292,1.2905834,-0.7795626,4.1687264,-14.2618475,28.86313,0.0,-2.0,0.0,-2.0,0.0,-2.0,81.42129,3.2885087,450.14026,135.34349
56416,6690,253,0.5095949,233.15735,27.815573,26.269342,21.79497,20.04625,19.224543,18.762955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3360223,1.1564718,1.2373277,1.1435616,-12.222214,2.1698952,2.1717727,1.0655513,5.4660006,14.768148,-3.3289719,11.416987,27.670603,6.6069665,0.96384877,4.553019,13.136132,6.733747,99.60047,16.659506,278.94913,45.418556
56416,6690,255,0.45723078,140.28128,24.774956,25.401814,21.672064,20.056778,19.26825,18.883688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33521906,0.5132557,-1.1938034,0.9031231,0.6258179,0.6307165,0.25579512,0.61930203,0.106091574,0.6408066,9.652284,2.2323823,-0.7326625,0.9231208,0.0,-2.0,1.4333216,1.6430033,26.693913,19.64699,32.019356,21.0497
56416,6690,258,0.4340577,338.98132,32.916306,22.457275,20.476326,18.915222,18.186863,17.742533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9946754,2.7459974,-2.8834162,2.6906483,-0.10103832,1.0714138,-0.6375529,1.5331781,3.9609928,2.3505242,8.5953,2.6074245,3.377696,4.1391554,-0.17889908,2.8875165,-1.3428673,2.9296422,200.5896,44.603092,81.31155,17.409063
56416,6690,259,0.5923764,204.00928,59.299946,22.469982,21.34198,20.23931,19.482939,19.166426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.918459,10.064682,-8.5969095,9.6881275,-0.14635646,2.62732,5.415322,2.4333458,-11.647737,9.464959,0.0,-2.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,330.51993,73.26835,380.5753,115.53871
56416,6690,265,0.5068035,218.10109,38.888714,23.034266,22.320738,20.519945,19.645386,19.065641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2796042,2.9919796,3.644243,3.048223,-8.108729,2.386593,1.0338918,1.4219416,-0.1005961,3.2434783,0.8421025,5.8142247,-2.429958,4.4330235,3.7165172,11.369369,-6.029304,8.125629,211.60095,65.18097,294.21432,82.84711
57513,8406,601,0.7865244,353.47223,108.86621,22.530819,23.758001,21.926546,20.651417,19.655699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76670647,0.49298176,-0.46290743,0.46684378,-2.1014242,2.1819353,0.13806492,1.0174286,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,40.44745,12.915069,339.17007,242.62573
56416,6690,268,0.4995125,0.0,0.0,22.805902,21.968945,21.840939,21.780752,21.732758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.554383,51.84895,8.599794,50.954853,2.058151,0.8219097,-2.3736556,2.6099663,-9.730998,18.622541,3.445889,2.4364095,-7.7789965,10.207001,-21.900923,29.820524,24.195381,31.388271,902.2386,310.5555,69.391464,24.21634
56416,6690,275,0.5058974,181.70093,24.438877,22.282936,21.876928,20.225805,19.291597,18.800001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.975291,4.3966837,9.264889,4.5683894,-3.047788,1.7766021,0.19491701,1.5015739,-5.192129,4.198485,4.365449,4.7138486,-6.994618,6.239966,12.190857,9.091551,-11.762673,8.639012,295.74158,66.45407,285.45477,69.84887
56416,6690,277,0.515599,198.4748,31.452765,25.120325,22.38857,20.694542,19.753222,19.177267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7140869,0.70523053,1.0593616,0.6908604,0.63761884,1.863659,0.22818278,0.55509275,-0.2458709,1.962073,29.17988,11.172799,3.3664408,1.9705312,-2.1578264,4.7409606,7.7299333,6.288948,41.165546,8.788802,280.15768,72.24174
56416,6690,283,0.61864036,286.0342,47.155804,26.280432,22.698616,20.779545,19.706423,19.185377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.990236,6.0766706,-13.709416,6.0724773,-3.5555668,2.939372,-3.8247075,1.8873441,6.385984,18.215012,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,288.31168,62.495174,362.06967,89.60958
56416,6690,285,0.5395992,221.41862,52.096264,25.324629,22.188568,20.61911,19.708252,19.329601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7511692,1.2833918,-1.512583,1.3757428,-8.816867,1.953596,-0.13077796,1.443115,1.0946499,2.345447,15.960086,9.455084,6.812438,4.468907,84.79212,78.20169,0.0,-2.0,77.816826,2.9834275,241.59048,44.91727
56416,6690,289,0.4573546,175.12044,25.394426,24.985329,22.0546,20.449448,19.649868,19.133112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5304475,1.4434863,0.54347706,1.4258305,-4.274376,1.4774436,-0.48331404,1.066349,-0.63477665,1.2307706,-0.79052234,6.1001,3.6801,1.8044834,-42.25423,42.192375,0.30596906,3.2220063,134.09761,35.208755,242.01843,76.138466
56416,6690,291,0.56183875,156.55415,89.65309,22.46821,21.67047,20.60539,19.842491,19.450464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.573451,9.993101,10.195777,9.472214,6.284658,2.4038494,3.8698287,1.6059116,0.76368636,1.9944004,56.399067,15.449514,-1760.0118,2982.098,0.0,-2.0,0.0,-2.0,75.02659,14.67619,297.21808,54.279945
56416,6690,293,0.61813146,202.95906,39.584682,23.882212,22.42281,20.58657,19.50246,19.14645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.925,5.885992,-7.643924,5.7173986,-1.3084567,2.6990163,1.1256036,1.9677773,11.013006,18.446424,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,325.7801,67.28226,347.0191,71.258644
56416,6690,295,0.51335764,238.9569,64.37446,26.061167,22.485432,20.856363,19.967047,19.400455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4756525,4.244772,2.6768064,4.3024993,-7.771028,1.8554273,0.81934726,1.7245669,-5.534785,4.526948,1.5229579,4.886466,8.879598,9.96687,-4.8875403,16.543417,6.2416983,17.566212,303.86914,82.04961,239.79573,54.79011
56416,6690,297,0.6228318,225.85483,48.557358,22.160044,21.48454,20.741657,19.97254,19.705004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9937525,3.5170064,4.2042756,3.394893,3.699998,1.9506574,5.428185,1.488236,2.3718336,16.226957,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,202.0167,40.599945,147.02667,41.702087
56416,6690,299,0.5136459,263.7964,43.16449,23.591736,22.210054,20.460707,19.524403,19.094604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3966315,4.323065,21.293247,4.514455,1.3462046,1.6484435,12.196235,1.7688783,-3.286134,2.8211694,16.791225,6.104497,37.22629,9.792163,10.841185,12.270512,4.410216,13.925313,228.24275,24.655119,234.08017,77.14953
56416,6690,303,0.6948994,231.8056,44.197884,22.660683,22.576542,20.935295,19.852657,19.105455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.861397,89.43512,-45.588577,83.973274,-3.463085,1.907332,6.6360974,3.507914,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,934.4907,382.545,368.36798,92.230736
56416,6690,305,0.59233886,179.82867,47.27401,24.822847,22.462212,20.704924,19.639374,19.234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9563539,1.3990529,-0.94789284,1.3773134,-5.825619,2.267414,-2.8642642,1.3419824,1.4940115,3.4451892,0.0,-2.0,0.0,-2.0,0.0,-1.0,0.0,-1.0,82.19994,20.139456,275.59726,100.437515
56416,6690,306,0.4731784,850.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7164545,4.037813,-1.2528828,3.7984548,0.0,-2.0,-3.2118711,1.4082078,0.04738066,2.0651019,-1.2010039,313.95706,11.467329,4.5840344,5.8165865,5.843888,-6.119649,5.8324676,329.56433,96.8615,5.499745,408.74915
56416,6690,307,0.45691136,215.26653,26.977577,23.475422,21.297667,19.64092,18.801643,18.41584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0286254,0.7228952,0.67027223,0.7461696,0.82172984,0.69402593,1.4345548,0.72801715,-1.0972022,0.7760477,8.630122,2.4863915,0.1520847,1.1805395,0.0,-2.0,-0.3961335,1.7200404,47.703533,14.923116,56.938557,18.288334
56416,6690,311,0.5093001,205.72556,42.134453,23.281952,22.503235,20.973024,19.990833,19.835648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.149533,3.6123757,-4.5129633,3.5049174,-4.0311084,1.9912503,1.1081551,1.3556813,-10.400814,8.459094,3.387792,9.897159,17.600803,7.7329235,4.9306917,7.851313,9.786277,12.415498,251.25902,44.73116,348.22064,103.71942
56416,6690,313,0.48263747,185.44824,20.18335,23.306398,21.241634,19.701866,18.87466,18.343237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.953472,0.95095617,1.6090467,0.83775425,0.7912328,0.7703562,1.6638138,0.7448832,4.1360865,2.417215,0.6828515,1.5235635,0.5525197,1.2869824,-15.680832,6.785778,0.6099769,2.4289153,66.461,11.802595,76.36624,27.532862
56416,6690,315,0.48647222,307.16977,57.298374,23.216806,21.318953,20.004934,19.059673,18.897923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2996173,3.7649913,12.90591,4.0862083,4.770323,1.285488,5.820393,1.511792,1.0260175,6.071439,13.339087,2.7081678,10.661948,10.518134,-0.83828676,4.8111777,2.8863008,16.71733,250.5506,36.362495,174.91568,34.897015
56416,6690,317,0.5510736,131.6693,42.40736,25.47673,22.568525,20.974945,19.837149,19.30375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,4.5505443,1.2932564,0.28936258,0.57214403,-0.4644484,1.0125872,2.031036,12.21622,22.385258,10.004743,0.0,-2.0,0.0,-2.0,49.994877,10.346222,227.71088,38.52132
56416,6690,329,0.61699104,354.8516,216.23596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2046512,0.67806983,0.39047235,0.72682214,-1.349032,1.1124939,-0.2820469,0.6657798,1.2439386,5.6640096,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,34.766808,9.68445,83.39172,45.42223
56416,6690,333,0.51331407,218.67055,27.043005,24.133156,21.320139,19.71673,18.717567,18.172024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5114906,5.825605,-5.4322023,6.1131606,-6.116002,1.980701,-0.18598889,1.9306632,5.0313196,5.029764,7.0301456,7.1124964,-3.7875795,9.036503,-13.6951685,17.668795,3.5282607,19.297386,386.77063,136.54323,282.56952,63.714455
56416,6690,335,0.57298034,152.49733,33.067097,23.42263,22.124804,20.911854,19.870426,19.26809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45869,5.2135653,-4.494776,5.355095,0.86877644,2.5973113,-0.07840166,2.1284323,-10.391528,9.754546,42.997772,45.73871,38.58773,297.3852,0.0,-2.0,0.0,-2.0,281.43405,64.12983,542.4171,229.5768
56416,6690,337,0.6203767,165.45811,45.088314,24.569143,21.932318,20.817411,19.914946,19.29661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0182579,3.5524504,5.8088126,3.6893497,4.6598506,2.148568,1.4463756,1.385946,-0.666698,16.947395,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,227.66573,52.311222,159.7339,50.1634
56416,6690,343,0.55067617,150.0424,33.477127,23.031942,23.007627,20.65757,19.59416,19.137821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,0.571864,1.0987449,1.1459911,2.108549,9.793211,5.220747,-9.907325,9.694352,-53.354843,21.370384,0.0,-2.0,0.0,-2.0,410.1132,7.7317233,148.78506,39.0838
56416,6690,347,0.45596534,176.0023,30.720984,23.031425,21.262812,19.787941,19.010414,18.560843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08141663,2.0026505,7.75938,2.0751832,3.7950003,1.2005453,1.4787568,1.2373674,0.18183987,1.376368,8.7682705,3.4915721,9.871046,2.0804195,10.279887,3.6063163,1.494762,6.2060165,164.86713,26.960232,187.0662,41.21472
56416,6690,351,0.5136457,187.09677,44.34192,22.849894,22.64655,20.704943,19.731714,19.145744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62819886,1.9228231,4.7515016,2.1004386,4.419379,1.3799479,1.1633123,1.0762596,4.282624,2.2478874,-1.1272486,3.322662,2.6705532,5.9005356,-18.979645,11.921175,-8.662263,12.569634,175.2036,42.3372,164.4033,28.768135
56416,6690,353,0.6126815,192.37141,45.00797,23.747894,23.927286,21.386919,20.200096,19.717793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42912668,0.67567194,-0.27101228,0.6922293,-0.25297952,1.44552,0.7148615,0.5222736,-11.235918,5.34888,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,39.18635,10.490492,188.67201,93.66843
56416,6690,355,0.7123864,205.56715,35.716866,22.416906,23.921984,21.396675,19.922276,19.190853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0538185,4.252021,4.002321,4.3143854,-3.0459878,1.5671688,-0.11313298,1.611577,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,348.35257,99.48495,268.2325,62.322174
56416,6690,359,0.611808,273.84222,44.35896,24.969395,23.380646,20.733273,19.600302,19.0687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.787454,3.2058399,6.4963093,3.1289258,1.7606041,1.437852,4.801156,1.3498836,2.5276916,9.718235,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,180.1043,30.732565,173.03899,72.830795
56416,6690,367,0.51537275,269.7443,31.507603,24.127983,21.010172,19.42979,18.550821,17.954382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054715786,5.140068,4.5582323,5.386653,3.2111883,1.5776244,-1.2097052,2.0042427,3.1276457,4.448152,-17.058357,9.105199,-0.40987998,7.262512,-35.59209,19.57878,-24.064,20.549782,327.46286,101.691315,144.73805,28.043009
56416,6690,369,0.61865073,210.27548,31.00228,22.004044,21.226858,19.68653,18.673468,18.238203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.605064,19.604334,-24.269697,17.019957,-5.6372313,3.157618,-2.1185572,2.6811297,4.087235,32.881767,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,513.18866,112.14987,367.87454,71.20993
56416,6690,371,0.7550027,0.0,81.64966,21.527855,21.203772,20.485893,19.5356,19.165236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.521755,2.4263213,12.575958,2.7969217,8.846268,1.2464174,5.0409594,1.9051089,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,187.24414,29.640554,95.68711,14.246948
56416,6690,375,0.51228064,216.30614,38.332287,26.29632,22.236269,20.53222,19.45527,18.892412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.855339,7.645437,17.045755,7.704541,5.107226,2.9567764,1.129602,2.0329907,-6.050866,6.9150057,-11.787793,11.4713125,-27.710316,14.404971,12.59737,13.834205,-25.612843,19.300636,344.47992,68.58787,492.34872,218.36514
56416,6690,379,0.56514055,266.8597,45.515015,24.258242,22.364883,20.795572,19.734797,19.272827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43040574,1.0464579,1.4779087,1.1018051,-1.8287374,2.3168187,0.7474371,0.7344176,-0.8973153,1.4229683,-3.8222632,10.260227,-5.3558283,8.556435,0.0,-2.0,0.0,-2.0,51.99132,12.946915,124.70563,43.78251
56416,6690,381,0.4236252,298.24353,31.59964,22.831676,20.956432,19.345947,18.62225,18.113642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2155857,1.0479499,0.078796566,1.0502002,-0.7859816,1.4987164,0.8846341,0.89834774,-1.2548681,1.2094421,-3.1259947,2.5052114,-5.8627005,6.8131166,-20.798468,6.823742,-0.007435072,1.684552,90.37495,14.806116,135.03075,40.100796
56416,6690,383,0.5152267,241.63124,29.961548,22.857672,22.44367,20.604315,19.558327,19.005835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7714512,1.3194772,0.15529683,1.3195983,-0.6024116,2.3026547,1.9308144,1.1284639,-15.759587,4.9197035,-54.584175,16.59948,9.108777,4.023386,-21.844784,10.534063,-45.367928,14.923041,114.13272,20.583172,400.7874,122.93717
56416,6690,389,0.5496716,228.42926,34.349083,25.5522,22.53294,20.818886,19.784952,19.33426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-1.7350516,1.691515,-0.13805278,1.429767,0.55743426,2.2329552,4.1568947,16.449545,-20.079699,16.628202,0.0,-2.0,0.0,-2.0,161.17485,40.119953,273.0503,117.387794
56416,6690,391,0.7301447,262.02957,50.351574,24.515415,22.363472,20.988415,19.636866,19.420189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4120269,0.7602723,1.8059567,0.7764019,1.4651152,2.3248622,0.63038224,1.1641612,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,60.38931,12.882936,302.8561,71.859436
56416,6690,393,0.62340224,355.1273,60.174194,24.84505,22.714382,21.00324,19.651716,19.31421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8604002,1.7100034,2.1523845,1.7245893,0.78380615,1.1280929,1.7413427,1.0889031,13.987835,11.4234705,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,144.39464,49.020607,129.68056,43.157024
56416,6690,395,0.44324043,214.88557,33.687943,25.245296,21.693306,20.14448,19.283524,18.945402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.969362,2.5948768,9.960732,2.803564,-0.16242297,0.92767674,3.5872724,1.0934597,0.16542992,1.6061146,-10.730417,18.06492,2.1771758,3.4981012,4.3002796,3.393284,-6.959323,3.8516881,179.30638,32.670124,121.562294,47.16223
56416,6690,397,0.54704005,285.32806,33.079464,27.42365,21.620945,19.808607,18.71505,18.243399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-6.1716228,2.404199,1.1458588,1.3555367,0.96539223,1.3871355,-7.374663,15.177242,24.625605,10.103127,0.0,-2.0,0.0,-2.0,54.49387,10.501429,390.79224,129.35085
56416,6690,399,0.66850436,78.51683,34.242718,24.13753,22.049051,20.968075,19.912361,19.651237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2906587,1.6460825,4.8331165,1.8137444,7.1895742,1.367825,3.4923687,1.7929896,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,139.19746,30.636713,155.8702,31.087576
56416,6690,401,0.49145848,253.63911,32.128773,22.457596,21.511051,19.828218,18.928661,18.478603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9599707,1.6868217,0.097463764,1.636683,-5.0536213,1.8742796,0.63281965,1.344732,-3.20499,1.9740316,5.3382406,16.70334,3.251111,3.092207,-30.43366,12.493478,3.6551428,4.3410063,122.48527,35.032005,160.79968,35.40651
56416,6690,405,0.51668227,215.35327,24.569632,22.835257,21.646414,19.925894,18.973257,18.475546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7739952,0.99174696,1.5286574,0.96147126,-2.7099133,1.3088895,-0.0854022,1.1766155,-8.93437,10.32115,-8.6361265,8.931386,-0.454491,2.078043,13.678055,13.261198,16.327946,14.619976,50.543667,13.290962,107.47027,38.837914
56416,6690,407,0.5532895,222.06436,33.929462,23.371807,21.775198,20.060896,19.042313,18.528185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-3.9851377,2.051437,1.5032985,1.6624261,-3.822614,9.016216,-2.6021101,19.259853,-20.983994,13.906263,0.0,-2.0,0.0,-2.0,192.4798,51.466927,380.37033,145.52463
56416,6690,409,0.64731604,286.1258,52.02049,23.281725,22.928255,21.084625,19.882517,19.264439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0947,0.86664754,-0.48951948,0.7426669,1.4549339,1.1067138,0.558025,0.60368085,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,33.842407,11.63375,91.33748,42.891365
56416,6690,413,0.69891423,295.19788,76.9133,22.210266,21.645365,20.534395,19.629608,19.071005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.797853,5.2448764,21.411066,4.9754567,7.170351,2.344702,17.474703,2.2933486,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,219.88214,20.783257,418.67548,103.89811
56416,6690,414,0.44172874,249.63013,27.980967,22.780346,19.921167,18.528637,17.816507,17.361633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.072594,15.414834,-23.196043,16.653162,0.6889188,3.3254426,-0.033778146,2.411524,-0.96088296,5.1857643,-54.7288,62.987835,25.75786,29.615019,6.252314,10.14896,-9.947462,10.3879,587.7372,125.816025,1037.8737,232.83795
56416,6690,415,0.512049,166.58899,24.461716,23.089312,22.075563,20.312727,19.404839,18.853575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12771131,1.3605691,2.1479309,1.4078388,4.5559707,2.02379,0.48777848,1.4425125,-2.007831,2.0492816,-0.2049415,4.9813504,7.7255273,8.189206,17.847187,8.518403,3.2960017,8.524836,113.24015,25.764082,295.91614,81.136154
56416,6690,417,0.7363516,342.57697,71.305046,21.802626,22.675236,20.677723,19.567335,18.811615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.45839,9.381899,-11.832497,8.717435,6.022981,2.5579872,1.6354866,2.3789477,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,396.3982,97.32577,300.332,104.02289
56416,6690,419,0.43387175,160.22986,32.524624,22.569098,21.64795,20.067532,19.248402,18.927296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0168551,1.809528,4.6687627,1.8542979,-2.4050083,2.2344577,0.9871028,1.0907339,1.7928813,1.4417253,0.0002616649,5.0428615,52.78773,79.475494,2.104787,2.1327612,2.5426793,2.0052,152.94344,29.873735,527.0219,216.47975
56416,6690,421,0.4957611,124.58326,42.277622,25.691195,21.515545,20.22813,19.471712,19.147358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,2.2411835,1.0862536,1.512098,0.61918485,-0.016961617,1.4547019,13.256529,3.0068438,10.913852,3.4146922,5.91579,2.8560736,3.5492942,3.5895803,46.753067,9.899852,92.729965,21.918442
56416,6690,425,0.56907684,195.20558,26.457125,24.307478,22.232483,20.505684,19.481253,19.085602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.917274,6.350951,5.8469234,6.0470667,-2.0081038,2.7110243,-1.6693718,2.5726573,0.7220843,6.929808,18.210157,31.928398,33.660877,24.568384,0.0,-2.0,0.0,-2.0,350.90463,87.70394,366.49084,130.56714
56416,6690,427,0.66686505,211.46207,26.79819,25.352285,22.809221,21.073875,19.893667,19.45611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.856255,28.96648,16.458488,28.160133,-0.5172796,1.8888569,-1.9936479,3.6087303,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,806.2625,17.294651,305.38425,49.702675
56416,6690,429,0.46185172,180.8705,29.468378,24.923496,22.259666,20.795599,19.978144,19.56301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1822367,1.795465,-0.87428427,1.7377037,0.25954387,0.9225857,1.1843538,1.2842396,2.4033709,1.5445305,-2.3110144,1.840284,-0.19339967,2.4490967,4.334754,2.8406656,-2.2006233,2.9251804,156.66331,38.94506,122.48016,58.88605
56416,6690,431,0.46037424,181.40094,27.6273,22.840122,21.192951,19.68748,18.94126,18.415483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.973844,0.9632374,2.1797702,0.96133965,3.7294176,1.3632144,-0.44049367,0.86179227,0.605238,0.98992115,8.586709,2.920249,2.234971,1.5452796,-1.6208067,2.2998693,2.9666166,1.989548,71.44822,17.453844,203.74826,55.12236
56416,6690,435,0.4433574,250.11613,28.637712,25.176355,21.773254,20.048437,19.244295,18.856205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12985446,0.93722427,2.9029565,0.99496734,-2.8885977,1.5170481,0.28203332,0.7964409,-0.6929673,1.2686403,16.165407,8.441031,4.739219,2.9997153,-8.110175,3.0563886,-4.0016584,4.6071863,84.71859,17.13111,274.29913,61.531723
56416,6690,437,0.565115,193.17996,30.530237,24.037466,22.411581,20.89627,19.808588,19.43033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0870621,2.9907079,2.9062035,3.015942,-0.4126135,2.2893896,3.102136,1.5412275,11.544298,7.2552905,4.766307,13.831107,-1.2278976,17.196089,0.0,-2.0,0.0,-2.0,220.36848,66.19496,219.09952,64.084755
56416,6690,439,0.6325105,172.84178,41.4711,22.457106,21.801893,20.459423,19.542185,19.144812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.082634,24.063047,-28.310001,21.431688,-5.6009536,2.298288,-4.590594,2.6298213,23.367908,49.54079,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,614.0779,138.33589,384.5226,49.402576
56416,6690,441,0.6152847,178.49632,33.273815,21.886042,21.657396,20.213022,19.346611,18.88497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45043826,1.1186321,1.4136316,1.1483395,7.2185936,3.3081884,-0.21713501,0.74956024,-6.1981525,6.77765,0.0,-2.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,57.095974,13.744293,78.519455,19.36078
